u_name,u_screen_name,t_date,t_text,t_polarity_score,t_polarity,t_subjectivity_score,u_followers,t_retweets,t_favorited,t_mentions
Paul Bate,paul_bate,07/03/2019,"@dave_dlt @lisflett @rathfelder @Cath_Read @missdaykes @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding Safe, accurate and timely treatment / referral / advice? Devil in the detail of these definitions, of course.",0.45000000000000007,Neutral,0.5666666666666667,930,0,2,"Dave Triska (dave_dlt), Elisabeth Flett (lisflett), Martin Rathfelder (rathfelder), Catherine Read (Cath_Read), Jil Stein (missdaykes), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Dave Triska,dave_dlt,07/03/2019,@paul_bate @lisflett @rathfelder @Cath_Read @missdaykes @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding That would be an interesting piece of work. What would be a quality outcome?,0.5,Neutral,0.5,338,0,0,"Paul Bate (paul_bate), Elisabeth Flett (lisflett), Martin Rathfelder (rathfelder), Catherine Read (Cath_Read), Jil Stein (missdaykes), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Paul Bate,paul_bate,07/03/2019,"@dave_dlt @lisflett @rathfelder @Cath_Read @missdaykes @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding Thanks, Dave. Agree completely about the need for the analysis you describe, and for it to be done independently, robustly and focused on the quality of outcome for the patient (rather than just the activity of the practice).",0.10000000000000002,Negative,0.2416666666666667,930,0,1,"Dave Triska (dave_dlt), Elisabeth Flett (lisflett), Martin Rathfelder (rathfelder), Catherine Read (Cath_Read), Jil Stein (missdaykes), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Dave Triska,dave_dlt,07/03/2019,@paul_bate @rathfelder @lisflett @Cath_Read @missdaykes @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding Don’t hate the player...,-0.8,Negative,0.9,338,0,0,"Paul Bate (paul_bate), Martin Rathfelder (rathfelder), Elisabeth Flett (lisflett), Catherine Read (Cath_Read), Jil Stein (missdaykes), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Paul Bate,paul_bate,07/03/2019,"@rathfelder @dave_dlt @lisflett @Cath_Read @missdaykes @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding Very very important point, Martin. Thank you for making it.",0.52,Neutral,1.0,930,0,2,"Martin Rathfelder (rathfelder), Dave Triska (dave_dlt), Elisabeth Flett (lisflett), Catherine Read (Cath_Read), Jil Stein (missdaykes), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Deepak kR,Deepakk06565675,07/03/2019,@ACCA_UK @IBM @IBMCareersUKI @ACCANews @babylonhealth @SarahPumfrett @Banga_Amandeep @jimmyelvin @PyramisBristol @KaplanUK @BPPGroup @AVADOlearning Make an ACCA job fair in India and sri Lanka too,0.7,Neutral,0.9,2,0,0,"ACCA UK (ACCA_UK), IBM (IBM), IBM Careers UK & Ireland (IBMCareersUKI), ACCA (ACCANews), Babylon (babylonhealth), Sarah Pumfrett (SarahPumfrett), Amandeep Banga (Banga_Amandeep), James Elvin (jimmyelvin), Pyramis Solutions (PyramisBristol), Kaplan UK (KaplanUK), BPP (BPPGroup), AVADO (AVADOlearning)"
Juanjo Ramos,JuanjoRamos82,07/03/2019,"@peres @babylonhealth As said by others, I think experience is the key here. It is a framework easy to get things working and start seeing some results. On the other hand the different nuances, if not understood properly, can lead to some not straightforward to track problems",0.02013888888888889,Negative,0.5472222222222223,179,0,0,"Rui Peres (peres), Babylon (babylonhealth)"
Columbus Direct,columbus_direct,07/03/2019,"Register with @BabylonHealth, the GP service at your fingertips, and add your family members so you can all receive instant health information and easy GP appointments",0.21666666666666667,Neutral,0.75,1188,0,0,Babylon (babylonhealth)
Pathways for Prosperity,p4pcommission,07/03/2019,"The @babylonhealth app helps connect patients to providers. No smartphone required — it can run through a SMS
#AHAIC2019 https://t.co/pepRH9PhD0",0.0,Negative,0.0,764,1,4,Babylon (babylonhealth)
Martin Rathfelder,rathfelder,07/03/2019,"@dave_dlt @paul_bate @lisflett @Cath_Read @missdaykes @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding The funding arrangements may need sorting out.  But Babylon are not responsible for them.   But the people who want to use Babylon are younger, fitter, more likely to be working and paying taxes.  We need to keep them in the NHS",0.1,Negative,0.5125,1200,0,2,"Dave Triska (dave_dlt), Paul Bate (paul_bate), Elisabeth Flett (lisflett), Catherine Read (Cath_Read), Jil Stein (missdaykes), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Martin Rathfelder,rathfelder,07/03/2019,@Cath_Read @GPatHand @missdaykes @EmergMedDr @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding So GPs dont make money?  They run a business.  They always have.,0.0,Negative,0.0,1200,0,0,"Catherine Read (Cath_Read), Babylon GP at hand (GPatHand), Jil Stein (missdaykes), Dr. Mike (EmergMedDr), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Dave Triska,dave_dlt,07/03/2019,"@paul_bate @lisflett @rathfelder @Cath_Read @missdaykes @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding Paul is correct on this, though I think it would be interesting to see the weekly contact rate as a % of list size for GP at Hand for comparison and do a weighted funding analysis based on hours of GP time required",0.5,Neutral,0.5,338,0,2,"Paul Bate (paul_bate), Elisabeth Flett (lisflett), Martin Rathfelder (rathfelder), Catherine Read (Cath_Read), Jil Stein (missdaykes), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Catherine Read,Cath_Read,07/03/2019,@paul_bate @lisflett @rathfelder @missdaykes @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding It’s not going down well with the local CCGs . https://t.co/HpKrMApw98,-0.07777777777777779,Negative,0.14444444444444446,191,0,1,"Paul Bate (paul_bate), Elisabeth Flett (lisflett), Martin Rathfelder (rathfelder), Jil Stein (missdaykes), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Lindsey Bell,whiterose_lady,07/03/2019,@EmergMedDr @missdaykes @GPatHand @Cath_Read @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding Definitely not fingers up to the NHS. But the NHS has a responsibility to ensure services are delivered in the best way possible regardless of organisation not to protect archaic ways of working if they don't work. It's about the patients and THEIR needs at the end of the day.,0.3333333333333333,Neutral,0.6,100,0,1,"Dr. Mike (EmergMedDr), Jil Stein (missdaykes), Babylon GP at hand (GPatHand), Catherine Read (Cath_Read), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Lindsey Bell,whiterose_lady,07/03/2019,"@Cath_Read @EmergMedDr @missdaykes @GPatHand @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding That's down to the patient to decide if they feel informed enough not others. How many patients do full due diligence on traditional practices, performance, staffing, pt feedback etc. Practice boundaries restrict choice whether informed or not.",0.0949074074074074,Negative,0.4939814814814815,100,0,2,"Catherine Read (Cath_Read), Dr. Mike (EmergMedDr), Jil Stein (missdaykes), Babylon GP at hand (GPatHand), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Lindsey Bell,whiterose_lady,07/03/2019,@EmergMedDr @missdaykes @GPatHand @Cath_Read @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding Not at all. I have no feelings either way about the company. I do think the technology is revolutionary and is meeting patients needs in a way general practice hasn't been able to but there's nothing stopping other GP practices using similar tech to deliver care in the same way.,0.085,Negative,0.40499999999999997,100,0,2,"Dr. Mike (EmergMedDr), Jil Stein (missdaykes), Babylon GP at hand (GPatHand), Catherine Read (Cath_Read), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Lindsey Bell,whiterose_lady,07/03/2019,"@EmergMedDr @missdaykes @GPatHand @Cath_Read @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding I didn't say legal action. I said challenge. This GP might have done it better had he been more factual and not so hostile and vitriolic.
https://t.co/GUcPLl9ciI",0.325,Neutral,0.325,100,0,0,"Dr. Mike (EmergMedDr), Jil Stein (missdaykes), Babylon GP at hand (GPatHand), Catherine Read (Cath_Read), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Paul Bate,paul_bate,07/03/2019,"@EmergMedDr @nedwards_1 @Cath_Read @missdaykes @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding GP at hand is open to all, young or old, in good health or not. Please see https://t.co/cQ7HF78pcH. The list of conditions in the original NHS E / CCG clinical review in summer 2017 was removed last year following further discussion with the independent clinical review team.",0.14166666666666666,Negative,0.3601851851851852,930,0,1,"Dr. Mike (EmergMedDr), Nigel Edwards (nedwards_1), Catherine Read (Cath_Read), Jil Stein (missdaykes), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Diego,diegopetrucci,07/03/2019,"@peres @babylonhealth We do however have an unfair advantage over other teams, as we have many RAS contributors in our team, so debugging and general questions are answered very quickyl.",0.025000000000000005,Negative,0.5349999999999999,1314,0,6,"Rui Peres (peres), Babylon (babylonhealth)"
Ben Heather,BHeatherJourno,07/03/2019,"UK, Rwanda, China, and now Canada. Easier to forget with NHS tinted glasses, but @GPatHand is only one of @babylonhealth many pies. https://t.co/LgqGb6cN2k",0.25,Neutral,0.75,2240,1,1,"Babylon GP at hand (GPatHand), Babylon (babylonhealth)"
Catherine Read,Cath_Read,07/03/2019,"@rathfelder @GPatHand @missdaykes @EmergMedDr @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding GP’s do not make money...it’s a funding formula from government taxes. As we have a NHS that we all fund from taxes, I object to it being given away to shareholders that do not contribute to the health of the nation. GP’s do contribute directly to my health and others.",0.1,Negative,0.4,191,0,0,"Martin Rathfelder (rathfelder), Babylon GP at hand (GPatHand), Jil Stein (missdaykes), Dr. Mike (EmergMedDr), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Igor M.,mandrigin,07/03/2019,"@peres @babylonhealth Heh, it is like by using only objects or procedures, your code automatically won’t be a hard to debug mess if you don’t have anyone experienced guiding the design.",0.08333333333333334,Negative,0.6541666666666667,1043,0,0,"Rui Peres (peres), Babylon (babylonhealth)"
Catherine Read,Cath_Read,07/03/2019,"@missdaykes @EmergMedDr @GPatHand @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding Sorry you are fully overwhelmed, but the intention was to give you information about the service that you have signed up for. Clearly you were misled if you thought it was an NHS service.",-0.19999999999999998,Negative,0.6916666666666667,191,0,1,"Jil Stein (missdaykes), Dr. Mike (EmergMedDr), Babylon GP at hand (GPatHand), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Catherine Read,Cath_Read,07/03/2019,@whiterose_lady @EmergMedDr @missdaykes @GPatHand @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding Informed choice yes.,0.0,Negative,0.0,191,0,0,"Lindsey Bell (whiterose_lady), Dr. Mike (EmergMedDr), Jil Stein (missdaykes), Babylon GP at hand (GPatHand), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Rui Peres,peres,07/03/2019,@codeOfRobin @babylonhealth ReactiveFeedback.,0.0,Negative,0.0,2662,0,2,"Robin Malhotra 🏳️‍🌈 (codeOfRobin), Babylon (babylonhealth)"
Robin Malhotra 🏳️‍🌈,codeOfRobin,07/03/2019,@peres @babylonhealth RAF?,0.0,Negative,0.0,805,0,0,"Rui Peres (peres), Babylon (babylonhealth)"
Rui Peres,peres,07/03/2019,"We @babylonhealth have a large reactive codebase, so I feel I am in a good position to answer:

Hard to debug? No.
Reactive Glitches: No, besides some problems with RAF and Schedulers.

I do agree that if you don't have experienced people working with it, it can be troublesome. https://t.co/f9tOQWNoj0",0.3556547619047619,Neutral,0.6175595238095238,2662,3,24,Babylon (babylonhealth)
Georgie Darling,georgierdarling,07/03/2019,@SCFGallagher @babylonhealth is amazing! I recommend it to everyone - so much faster/easier than a traditional doctor's appointment in London,0.3166666666666667,Neutral,0.6166666666666667,837,0,1,"Sophie Gallagher (SCFGallagher), Babylon (babylonhealth)"
Dr. Mike,EmergMedDr,07/03/2019,"@nedwards_1 @Cath_Read @missdaykes @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding No because they take on any NHS patient.

They do not select out the elderly or frail, learning difficulties and mentally unwell.",-0.1,Negative,0.2,2587,0,0,"Nigel Edwards (nedwards_1), Catherine Read (Cath_Read), Jil Stein (missdaykes), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Nigel Edwards,nedwards_1,07/03/2019,"@Cath_Read @missdaykes @EmergMedDr @paul_bate @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding Most GP practices are private businesses - they are generally partnerships rather than Ltd or PLC but that is only a matter of constitution, they are not NHS organisations.  This is not usually seen as a problem and in fact has had many advantages.",0.19583333333333333,Negative,0.5208333333333334,19656,0,1,"Catherine Read (Cath_Read), Jil Stein (missdaykes), Dr. Mike (EmergMedDr), Paul Bate (paul_bate), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
Elisabeth Flett,lisflett,07/03/2019,"@rathfelder @paul_bate @Cath_Read @missdaykes @doctor_oxford @babylonhealth @MattHancock @NHSEngland @CQCProf @didoharding No they don't. Funding is the same per patient, regardless of age/illness.",0.0,Negative,0.125,65,0,1,"Martin Rathfelder (rathfelder), Paul Bate (paul_bate), Catherine Read (Cath_Read), Jil Stein (missdaykes), Rachel Clarke (doctor_oxford), Babylon (babylonhealth), Matt Hancock (MattHancock), NHS England (NHSEngland), CQCProf (CQCProf), dido harding (didoharding)"
